customer_id,monthly_charges,total_charges,payment_method
C004535,87.65,701.2,UPI
C004536,76.63,4751.06,UPI
C004537,89.38,3307.06,Credit Card
C004538,79.18,475.08,UPI
C004539,106.1,3925.7,Credit Card
C004540,65.67,328.35,Debit Card
C004541,70.83,70.83,Bank Transfer
C004542,85.81,1372.96,Credit Card
C004543,87.26,2268.76,Debit Card
C004544,76.54,688.86,Credit Card
C004545,38.18,190.9,UPI
C004546,34.64,450.32,Debit Card
C004547,62.28,1494.72,Credit Card
C004548,70.44,845.28,Debit Card
C004549,32.64,620.16,Credit Card
C004550,69.4,347.0,Credit Card
C004551,83.02,830.2,Debit Card
C004552,68.82,137.64,Debit Card
C004553,75.9,303.6,Debit Card
C004554,81.76,981.12,UPI
C004555,37.97,835.34,Bank Transfer
C004556,83.05,332.2,Credit Card
C004557,55.33,885.28,Credit Card
C004558,65.24,587.16,Debit Card
C004559,56.78,567.8,Credit Card
C004560,91.48,3476.24,Bank Transfer
C004561,46.55,512.05,Bank Transfer
C004562,97.63,2538.38,Credit Card
C004563,117.84,6245.52,Credit Card
C004564,38.98,233.88,Debit Card
C004565,58.28,58.28,Bank Transfer
C004566,82.25,3290.0,Credit Card
C004567,50.13,1604.16,Bank Transfer
C004568,64.56,2130.48,Credit Card
C004569,73.52,1985.04,UPI
C004570,55.74,1616.46,Bank Transfer
C004571,71.64,286.56,UPI
C004572,88.97,2491.16,Debit Card
C004573,68.43,4721.67,Bank Transfer
C004574,49.23,1329.21,Credit Card
C004575,93.3,1306.2,Credit Card
C004576,97.78,782.24,UPI
C004577,77.37,851.07,Bank Transfer
C004578,50.36,755.4,Bank Transfer
C004579,52.45,2202.9,Bank Transfer
C004580,30.0,240.0,Debit Card
C004581,58.16,756.08,Bank Transfer
C004582,91.31,1552.27,Debit Card
C004583,56.32,619.52,Credit Card
C004584,50.88,1526.4,UPI
C004585,90.46,1356.9,UPI
C004586,93.03,1209.39,Bank Transfer
C004587,59.28,652.08,UPI
C004588,80.19,1443.42,Bank Transfer
C004589,52.64,52.64,Credit Card
C004590,63.15,3852.15,Credit Card
C004591,33.6,168.0,Credit Card
C004592,77.2,463.2,UPI
C004593,67.94,407.64,Bank Transfer
C004594,56.56,395.92,Debit Card
C004595,68.16,2181.12,Credit Card
C004596,65.7,262.8,Credit Card
C004597,53.46,748.44,Debit Card
C004598,77.97,1559.4,Debit Card
C004599,64.04,2689.68,UPI
C004600,67.31,403.86,Credit Card
C004601,40.79,693.43,UPI
C004602,67.49,269.96,Credit Card
C004603,66.41,1328.2,UPI
C004604,53.49,3048.93,UPI
C004605,80.63,241.89,Debit Card
C004606,30.0,30.0,Bank Transfer
C004607,60.36,663.96,Bank Transfer
C004608,76.2,76.2,Bank Transfer
C004609,111.97,1343.64,Credit Card
C004610,42.69,384.21,Debit Card
C004611,71.77,717.7,Debit Card
C004612,80.96,2104.96,Debit Card
C004613,71.27,4347.47,Credit Card
C004614,45.35,408.15,UPI
C004615,60.33,1085.94,UPI
C004616,30.0,1170.0,Bank Transfer
C004617,70.08,911.04,Bank Transfer
C004618,41.68,1208.72,Credit Card
C004619,79.11,1028.43,Credit Card
C004620,56.93,569.3,Bank Transfer
C004621,55.05,550.5,UPI
C004622,73.33,513.31,UPI
C004623,75.21,2481.93,Debit Card
C004624,87.43,437.15,Bank Transfer
C004625,64.77,453.39,Bank Transfer
C004626,67.88,678.8,UPI
C004627,42.27,887.67,Debit Card
C004628,98.97,1286.61,Bank Transfer
C004629,51.31,1026.2,UPI
C004630,84.5,2788.5,UPI
C004631,84.64,507.84,UPI
C004632,78.0,936.0,Debit Card
C004633,65.25,1566.0,Debit Card
C004634,62.75,690.25,UPI
C004635,68.72,412.32,Debit Card
C004636,31.92,191.52,Debit Card
C004637,69.48,138.96,Debit Card
C004638,99.72,1495.8,Debit Card
C004639,65.48,261.92,Credit Card
C004640,69.35,346.75,Bank Transfer
C004641,49.52,990.4,Bank Transfer
C004642,73.71,1179.36,Debit Card
C004643,54.44,816.6,UPI
C004644,87.0,1914.0,Bank Transfer
C004645,92.83,185.66,Debit Card
C004646,97.19,971.9,Bank Transfer
C004647,41.13,123.39,UPI
C004648,84.45,422.25,Debit Card
C004649,82.94,1161.16,UPI
C004650,61.7,3146.7,Bank Transfer
C004651,93.85,469.25,Credit Card
C004652,78.29,939.48,UPI
C004653,97.46,1364.44,Debit Card
C004654,44.65,312.55,Debit Card
C004655,55.72,612.92,UPI
C004656,71.87,934.31,Credit Card
C004657,93.45,4485.6,Bank Transfer
C004658,79.1,1028.3,Bank Transfer
C004659,51.03,612.36,Bank Transfer
C004660,105.53,1582.95,Bank Transfer
C004661,64.11,1538.64,Bank Transfer
C004662,51.67,3048.53,Debit Card
C004663,54.5,3106.5,Debit Card
C004664,43.36,1691.04,UPI
C004665,30.0,360.0,UPI
C004666,67.67,879.71,Bank Transfer
C004667,38.91,272.37,Bank Transfer
C004668,76.27,2669.45,Bank Transfer
C004669,89.69,538.14,Credit Card
C004670,77.53,310.12,UPI
C004671,70.88,1984.64,Debit Card
C004672,39.18,117.54,Bank Transfer
C004673,86.92,1477.64,UPI
C004674,108.93,1633.95,Credit Card
C004675,98.17,589.02,Credit Card
C004676,43.39,520.68,Bank Transfer
C004677,68.44,410.64,Debit Card
C004678,64.35,707.85,UPI
C004679,62.04,620.4,Debit Card
C004680,70.54,2609.98,Bank Transfer
C004681,113.3,1812.8,Bank Transfer
C004682,72.15,1010.1,Credit Card
C004683,61.11,549.99,Credit Card
C004684,75.96,5317.2,UPI
C004685,43.73,743.41,Bank Transfer
C004686,55.68,445.44,Bank Transfer
C004687,89.72,1076.64,UPI
C004688,73.77,2286.87,Debit Card
C004689,112.03,1568.42,Credit Card
C004690,75.35,2185.15,Bank Transfer
C004691,45.08,1893.36,Bank Transfer
C004692,38.3,1378.8,Debit Card
C004693,90.03,1980.66,Debit Card
C004694,49.17,491.7,Debit Card
C004695,47.38,1610.92,Credit Card
C004696,59.7,4238.7,UPI
C004697,89.93,269.79,Bank Transfer
C004698,62.65,2004.8,Credit Card
C004699,53.17,425.36,Debit Card
C004700,94.25,1319.5,Bank Transfer
C004701,90.84,6267.96,Bank Transfer
C004702,103.34,723.38,Credit Card
C004703,97.03,1552.48,Debit Card
C004704,91.18,1002.98,Debit Card
C004705,54.98,329.88,UPI
C004706,83.18,1164.52,Debit Card
C004707,94.29,1225.77,Credit Card
C004708,107.12,428.48,UPI
C004709,73.42,2276.02,UPI
C004710,60.16,2526.72,UPI
C004711,52.32,575.52,UPI
C004712,89.59,2060.57,UPI
C004713,56.67,56.67,Credit Card
C004714,72.14,865.68,Bank Transfer
C004715,52.39,366.73,Debit Card
C004716,66.82,3675.1,Bank Transfer
C004717,78.78,3466.32,Bank Transfer
C004718,75.39,301.56,Debit Card
C004719,84.76,1271.4,Debit Card
C004720,42.52,127.56,Bank Transfer
C004721,67.67,812.04,Debit Card
C004722,60.6,666.6,UPI
C004723,50.35,755.25,Debit Card
C004724,55.01,1100.2,Debit Card
C004725,52.12,312.72,UPI
C004726,77.0,1463.0,UPI
C004727,78.0,1014.0,UPI
C004728,87.51,87.51,Debit Card
C004729,76.56,2373.36,UPI
C004730,73.18,1756.32,UPI
C004731,71.58,930.54,Credit Card
C004732,83.51,918.61,Credit Card
C004733,30.0,450.0,Debit Card
C004734,68.82,481.74,UPI
C004735,76.34,916.08,Debit Card
C004736,105.79,1375.27,Credit Card
C004737,47.77,3105.05,Credit Card
C004738,47.06,800.02,UPI
C004739,30.0,810.0,Debit Card
C004740,42.18,463.98,Credit Card
C004741,66.97,937.58,Bank Transfer
C004742,55.52,1332.48,UPI
C004743,55.09,1156.89,Debit Card
C004744,70.46,281.84,Bank Transfer
C004745,81.65,408.25,UPI
C004746,70.25,632.25,UPI
C004747,70.53,2045.37,Credit Card
C004748,78.07,3591.22,Debit Card
C004749,33.35,900.45,Credit Card
C004750,72.58,1524.18,Bank Transfer
C004751,68.5,1164.5,Bank Transfer
C004752,69.86,4331.32,Bank Transfer
C004753,58.32,3090.96,Bank Transfer
C004754,65.89,790.68,Bank Transfer
C004755,78.05,5151.3,Debit Card
C004756,102.18,715.26,Debit Card
C004757,36.17,1048.93,UPI
C004758,81.44,2443.2,UPI
C004759,94.36,1887.2,Debit Card
C004760,44.59,535.08,UPI
C004761,66.41,796.92,Credit Card
C004762,75.52,2039.04,Debit Card
C004763,110.18,771.26,Credit Card
C004764,113.47,1702.05,Bank Transfer
C004765,44.59,1337.7,Bank Transfer
C004766,63.96,4285.32,UPI
C004767,73.99,739.9,Debit Card
C004768,81.13,2920.68,Bank Transfer
C004769,74.02,2516.68,UPI
C004770,51.04,510.4,Credit Card
C004771,50.15,451.35,Debit Card
C004772,39.17,626.72,UPI
C004773,30.0,210.0,Bank Transfer
C004774,38.72,1161.6,Credit Card
C004775,93.23,2983.36,Credit Card
C004776,84.21,5726.28,UPI
C004777,81.07,810.7,Debit Card
C004778,65.55,327.75,UPI
C004779,69.17,830.04,Bank Transfer
C004780,64.63,1034.08,Debit Card
C004781,38.26,994.76,Bank Transfer
C004782,82.95,5142.9,Credit Card
C004783,87.05,870.5,Credit Card
C004784,46.99,610.87,Bank Transfer
C004785,46.98,3147.66,Bank Transfer
C004786,77.04,693.36,Credit Card
C004787,76.86,845.46,UPI
C004788,84.65,169.3,UPI
C004789,98.27,294.81,UPI
C004790,48.84,879.12,Bank Transfer
C004791,68.36,751.96,Bank Transfer
C004792,49.99,499.9,Credit Card
C004793,51.43,771.45,Debit Card
C004794,61.4,675.4,UPI
C004795,98.81,98.81,UPI
C004796,92.1,1749.9,UPI
C004797,68.5,753.5,Credit Card
C004798,30.0,240.0,Debit Card
C004799,77.86,233.58,Debit Card
C004800,77.39,1083.46,Debit Card
C004801,51.33,102.66,UPI
C004802,86.61,1385.76,Bank Transfer
C004803,50.94,2496.06,UPI
C004804,86.55,519.3,Debit Card
C004805,74.82,1047.48,Credit Card
C004806,40.8,408.0,Debit Card
C004807,62.77,1067.09,UPI
C004808,72.89,1020.46,Bank Transfer
C004809,76.0,532.0,Debit Card
C004810,90.66,2719.8,Bank Transfer
C004811,93.16,652.12,Debit Card
C004812,65.23,1043.68,Bank Transfer
C004813,81.19,1136.66,Bank Transfer
C004814,102.16,510.8,Debit Card
C004815,49.63,446.67,Credit Card
C004816,57.84,1041.12,UPI
C004817,36.9,1107.0,UPI
C004818,57.37,803.18,Debit Card
C004819,74.12,5188.4,Bank Transfer
C004820,30.0,1770.0,UPI
C004821,78.74,2598.42,Bank Transfer
C004822,60.55,3572.45,Credit Card
C004823,68.75,3437.5,Debit Card
C004824,46.62,466.2,Credit Card
C004825,67.95,2174.4,Bank Transfer
C004826,103.58,1760.86,Bank Transfer
C004827,62.0,1054.0,Debit Card
C004828,30.0,30.0,Bank Transfer
C004829,94.28,4242.6,Debit Card
C004830,80.85,1131.9,Debit Card
C004831,71.88,3378.36,Credit Card
C004832,81.36,732.24,UPI
C004833,71.65,429.9,UPI
C004834,102.87,1748.79,Bank Transfer
C004835,85.04,935.44,UPI
C004836,60.87,2008.71,Bank Transfer
C004837,99.84,3394.56,UPI
C004838,106.4,425.6,Credit Card
C004839,88.21,793.89,UPI
C004840,78.14,1250.24,Bank Transfer
C004841,52.92,158.76,Bank Transfer
C004842,83.71,753.39,UPI
C004843,77.76,233.28,Debit Card
C004844,69.46,902.98,Credit Card
C004845,83.99,83.99,Debit Card
C004846,71.74,430.44,UPI
C004847,80.98,242.94,Debit Card
C004848,90.72,272.16,UPI
C004849,43.38,1171.26,Bank Transfer
C004850,49.51,2624.03,Debit Card
C004851,51.76,3623.2,Credit Card
C004852,108.8,1849.6,Debit Card
C004853,82.67,578.69,Bank Transfer
C004854,84.53,1521.54,Bank Transfer
C004855,92.59,3055.47,Bank Transfer
C004856,49.07,1079.54,Debit Card
C004857,30.0,300.0,Bank Transfer
C004858,68.74,481.18,Bank Transfer
C004859,87.95,2550.55,Debit Card
C004860,66.05,3236.45,Debit Card
C004861,42.6,1491.0,UPI
C004862,51.9,311.4,Debit Card
C004863,46.41,1299.48,Bank Transfer
C004864,57.75,1732.5,Credit Card
C004865,46.81,2574.55,Bank Transfer
C004866,72.94,3428.18,Bank Transfer
C004867,59.05,2716.3,Bank Transfer
C004868,82.67,496.02,Debit Card
C004869,50.47,807.52,Credit Card
C004870,75.11,1351.98,Bank Transfer
C004871,69.25,623.25,Debit Card
C004872,77.92,3350.56,UPI
C004873,80.73,888.03,Credit Card
C004874,82.87,1077.31,Credit Card
C004875,86.62,2425.36,Debit Card
C004876,80.85,242.55,UPI
C004877,75.96,911.52,Bank Transfer
C004878,56.67,453.36,UPI
C004879,87.01,1653.19,Credit Card
C004880,56.06,504.54,Debit Card
C004881,64.16,2309.76,UPI
C004882,52.77,897.09,Bank Transfer
C004883,52.35,2565.15,UPI
C004884,63.66,254.64,UPI
C004885,65.34,261.36,Debit Card
C004886,53.73,644.76,Debit Card
C004887,70.44,140.88,Credit Card
C004888,73.14,1609.08,Debit Card
C004889,59.1,886.5,UPI
C004890,115.79,1157.9,Bank Transfer
C004891,76.65,613.2,Credit Card
C004892,72.37,289.48,Debit Card
C004893,56.48,56.48,UPI
C004894,72.76,436.56,UPI
C004895,74.82,2169.78,Credit Card
C004896,69.93,279.72,Credit Card
C004897,98.37,1475.55,Debit Card
C004898,35.97,1366.86,Debit Card
C004899,62.39,623.9,Bank Transfer
C004900,84.28,3034.08,Credit Card
C004901,52.07,885.19,Credit Card
C004902,39.07,2734.9,UPI
C004903,59.62,715.44,Bank Transfer
C004904,90.88,5725.44,Debit Card
C004905,52.54,630.48,Bank Transfer
C004906,62.87,1320.27,Bank Transfer
C004907,78.43,392.15,UPI
C004908,58.41,934.56,Credit Card
C004909,61.2,1346.4,Credit Card
C004910,56.96,1594.88,Credit Card
C004911,58.64,2462.88,Debit Card
C004912,46.74,701.1,Credit Card
C004913,64.85,1556.4,Bank Transfer
C004914,91.28,730.24,Bank Transfer
C004915,101.66,3863.08,Credit Card
C004916,95.0,3040.0,Bank Transfer
C004917,72.75,145.5,Debit Card
C004918,103.18,1960.42,Credit Card
C004919,116.06,6151.18,Debit Card
C004920,73.63,515.41,Credit Card
C004921,50.19,752.85,Debit Card
C004922,96.24,384.96,Debit Card
C004923,45.93,2480.22,Debit Card
C004924,52.27,470.43,Bank Transfer
C004925,30.0,120.0,Debit Card
C004926,84.55,253.65,UPI
C004927,30.0,480.0,Debit Card
C004928,89.86,1258.04,Debit Card
C004929,106.19,7327.11,Debit Card
C004930,104.56,1463.84,Debit Card
C004931,44.68,491.48,Credit Card
C004932,32.73,949.17,Bank Transfer
C004933,57.15,400.05,Bank Transfer
C004934,87.58,175.16,Bank Transfer
C004935,94.08,188.16,Credit Card
C004936,83.29,1249.35,Debit Card
C004937,80.56,1208.4,Debit Card
C004938,117.22,3164.94,Bank Transfer
C004939,60.44,1027.48,UPI
C004940,54.44,2939.76,Debit Card
C004941,46.22,1016.84,Debit Card
C004942,78.66,1101.24,Debit Card
C004943,66.41,1859.48,Credit Card
C004944,86.5,1730.0,Debit Card
C004945,60.99,731.88,Bank Transfer
C004946,82.58,2642.56,Debit Card
C004947,62.32,997.12,Bank Transfer
C004948,66.75,2870.25,UPI
C004949,68.64,411.84,Credit Card
C004950,35.99,251.93,UPI
C004951,67.2,134.4,Debit Card
C004952,81.24,1299.84,UPI
C004953,50.24,2260.8,Debit Card
C004954,108.2,5518.2,Bank Transfer
C004955,70.1,490.7,Debit Card
C004956,57.46,57.46,Credit Card
C004957,56.85,227.4,UPI
C004958,97.41,1558.56,Debit Card
C004959,53.5,1337.5,Bank Transfer
C004960,75.96,911.52,UPI
C004961,87.66,2016.18,Credit Card
C004962,81.08,1216.2,Debit Card
C004963,58.75,998.75,Credit Card
C004964,86.78,954.58,Bank Transfer
C004965,73.12,1169.92,UPI
C004966,35.6,1103.6,UPI
C004967,94.47,1511.52,UPI
C004968,57.73,1154.6,Bank Transfer
C004969,66.49,1263.31,Debit Card
C004970,76.19,2133.32,Debit Card
C004971,59.36,118.72,Debit Card
C004972,85.14,1362.24,Credit Card
C004973,47.92,1102.16,Bank Transfer
C004974,58.51,3101.03,UPI
C004975,94.51,1512.16,Bank Transfer
C004976,70.51,211.53,Bank Transfer
C004977,48.86,390.88,Bank Transfer
C004978,71.57,143.14,UPI
C004979,78.03,3277.26,UPI
C004980,38.28,38.28,Credit Card
C004981,103.09,2577.25,Bank Transfer
C004982,105.79,423.16,Debit Card
C004983,72.4,651.6,Credit Card
C004984,66.0,594.0,UPI
C004985,70.46,563.68,UPI
C004986,87.86,878.6,Credit Card
C004987,79.05,474.3,Debit Card
C004988,74.78,74.78,Bank Transfer
C004989,97.65,976.5,Bank Transfer
C004990,92.62,1111.44,Debit Card
C004991,50.8,508.0,Bank Transfer
C004992,87.75,614.25,UPI
C004993,93.03,1953.63,Credit Card
C004994,75.57,982.41,Debit Card
C004995,81.98,1557.62,Credit Card
C004996,63.85,957.75,Bank Transfer
C004997,45.91,734.56,Bank Transfer
C004998,107.75,1185.25,UPI
C004999,43.21,2376.55,UPI
C005000,103.63,725.41,Bank Transfer
C005001,68.7,274.8,Bank Transfer
C005002,94.95,284.85,UPI
C005003,70.46,1409.2,UPI
C005004,88.75,2041.25,Debit Card
C005005,78.98,1895.52,UPI
C005006,56.61,396.27,Debit Card
C005007,72.68,290.72,Debit Card
C005008,67.14,1141.38,Credit Card
C005009,82.86,1988.64,UPI
C005010,72.83,72.83,Debit Card
C005011,75.72,3255.96,Credit Card
C005012,49.48,1039.08,Credit Card
C005013,44.44,488.84,UPI
C005014,71.41,285.64,UPI
C005015,73.63,368.15,Credit Card
C005016,48.97,293.82,Debit Card
C005017,81.43,2850.05,UPI
C005018,82.3,164.6,Credit Card
C005019,73.12,1681.76,Credit Card
C005020,70.31,2320.23,Debit Card
C005021,44.65,401.85,Bank Transfer
C005022,44.31,531.72,Debit Card
C005023,77.89,3115.6,Credit Card
C005024,53.44,961.92,Debit Card
C005025,54.84,1754.88,UPI
C005026,75.58,1284.86,Credit Card
C005027,110.75,553.75,Debit Card
C005028,62.05,1551.25,Debit Card
C005029,111.01,6216.56,Debit Card
C005030,68.47,890.11,Debit Card
C005031,81.28,4307.84,Credit Card
C005032,89.19,1337.85,Debit Card
C005033,90.65,2356.9,UPI
C005034,76.78,1765.94,Bank Transfer
C005035,65.41,130.82,Bank Transfer
C005036,86.56,2423.68,Bank Transfer
C005037,78.48,863.28,UPI
C005038,61.28,796.64,Bank Transfer
C005039,98.18,1079.98,Credit Card
C005040,79.15,316.6,Credit Card
C005041,55.02,825.3,UPI
C005042,52.68,1422.36,UPI
C005043,109.18,3057.04,Credit Card
C005044,60.15,661.65,UPI
C005045,85.06,5188.66,UPI
C005046,77.54,1628.34,Credit Card
C005047,84.38,4472.14,Credit Card
C005048,108.24,1840.08,Debit Card
C005049,89.95,1169.35,Debit Card
C005050,86.72,780.48,Bank Transfer
C005051,66.06,2113.92,UPI
C005052,56.71,737.23,Credit Card
C005053,118.39,710.34,Bank Transfer
C005054,69.16,414.96,Debit Card
C005055,67.87,746.57,UPI
C005056,75.78,833.58,Bank Transfer
C005057,73.83,738.3,UPI
C005058,101.86,1527.9,Bank Transfer
C005059,80.79,1454.22,UPI
C005060,43.8,1226.4,UPI
C005061,56.81,454.48,Credit Card
C005062,70.21,351.05,UPI
C005063,90.51,181.02,Debit Card
C005064,39.59,633.44,Credit Card
C005065,79.88,1038.44,UPI
C005066,84.63,761.67,Debit Card
C005067,87.65,1753.0,Debit Card
C005068,68.4,752.4,Bank Transfer
C005069,90.98,727.84,Credit Card
C005070,53.7,751.8,Credit Card
C005071,88.91,889.1,Bank Transfer
C005072,68.77,1925.56,Bank Transfer
C005073,70.86,1913.22,Bank Transfer
C005074,70.64,847.68,Credit Card
C005075,83.0,747.0,Debit Card
C005076,47.9,766.4,Debit Card
C005077,87.71,2543.59,UPI
C005078,87.42,1136.46,Credit Card
C005079,63.97,3902.17,Credit Card
C005080,70.05,1050.75,Bank Transfer
C005081,52.81,316.86,Credit Card
C005082,46.79,93.58,Credit Card
C005083,73.95,2366.4,Debit Card
C005084,74.08,296.32,Credit Card
C005085,63.26,695.86,Debit Card
C005086,45.0,135.0,Debit Card
C005087,79.14,4115.28,Credit Card
C005088,62.77,941.55,Debit Card
C005089,55.01,110.02,Bank Transfer
C005090,95.52,668.64,Debit Card
C005091,50.5,1010.0,Credit Card
C005092,81.24,2599.68,Bank Transfer
C005093,40.01,1400.35,Bank Transfer
C005094,41.28,990.72,Credit Card
C005095,79.65,796.5,UPI
C005096,63.28,1835.12,Debit Card
C005097,46.62,652.68,Debit Card
C005098,89.0,4183.0,UPI
C005099,77.43,2322.9,Bank Transfer
C005100,30.0,330.0,UPI
C005101,89.19,267.57,Credit Card
C005102,48.72,1656.48,UPI
C005103,35.84,609.28,Bank Transfer
C005104,53.59,375.13,Credit Card
C005105,69.16,2143.96,Credit Card
C005106,71.55,787.05,Credit Card
C005107,37.3,857.9,Debit Card
C005108,41.74,584.36,Debit Card
C005109,54.78,1040.82,Credit Card
C005110,56.06,336.36,UPI
C005111,85.24,767.16,Debit Card
C005112,61.73,4012.45,Bank Transfer
C005113,84.85,678.8,Debit Card
C005114,91.92,1562.64,UPI
C005115,81.11,973.32,Debit Card
C005116,30.0,270.0,UPI
C005117,63.92,1598.0,UPI
C005118,66.67,3933.53,Debit Card
C005119,68.91,2411.85,UPI
C005120,30.0,450.0,UPI
C005121,54.72,383.04,Bank Transfer
C005122,42.76,427.6,Credit Card
C005123,51.47,617.64,Credit Card
C005124,64.83,583.47,Debit Card
C005125,55.17,937.89,UPI
C005126,52.94,582.34,Debit Card
C005127,66.04,66.04,Debit Card
C005128,60.16,1022.72,Credit Card
C005129,73.99,295.96,UPI
C005130,61.6,554.4,Debit Card
C005131,38.65,541.1,Debit Card
C005132,49.38,444.42,Credit Card
C005133,63.44,824.72,Credit Card
C005134,61.04,2014.32,Credit Card
C005135,41.73,667.68,Debit Card
C005136,83.53,501.18,UPI
C005137,76.24,1067.36,Credit Card
C005138,57.98,463.84,Credit Card
C005139,66.73,400.38,UPI
C005140,48.56,291.36,Debit Card
C005141,87.06,3482.4,Debit Card
C005142,111.38,1113.8,UPI
C005143,57.11,1313.53,Credit Card
C005144,94.48,850.32,Bank Transfer
C005145,52.78,2744.56,UPI
C005146,59.36,1009.12,Bank Transfer
C005147,98.67,1677.39,Debit Card
C005148,67.6,4394.0,Debit Card
C005149,83.74,4940.66,Bank Transfer
C005150,64.61,775.32,Credit Card
C005151,33.95,101.85,Bank Transfer
C005152,116.75,1634.5,Credit Card
C005153,65.66,1116.22,UPI
C005154,73.12,1169.92,Debit Card
C005155,55.35,1771.2,Debit Card
C005156,85.6,1455.2,Bank Transfer
C005157,84.13,2776.29,UPI
C005158,38.85,1126.65,Bank Transfer
C005159,73.42,2569.7,Bank Transfer
C005160,87.54,612.78,Bank Transfer
C005161,94.01,1222.13,Credit Card
C005162,82.93,995.16,Debit Card
C005163,84.69,2201.94,Debit Card
C005164,59.2,1243.2,Bank Transfer
C005165,45.42,862.98,Credit Card
C005166,63.78,2487.42,Debit Card
C005167,44.96,719.36,Credit Card
C005168,55.22,828.3,UPI
C005169,54.92,823.8,Credit Card
C005170,51.19,460.71,Credit Card
C005171,80.65,1209.75,UPI
C005172,49.75,199.0,Debit Card
C005173,106.71,1173.81,Debit Card
C005174,89.78,987.58,Credit Card
C005175,93.79,375.16,Credit Card
C005176,56.22,2923.44,UPI
C005177,74.01,666.09,UPI
C005178,49.14,2260.44,Debit Card
C005179,74.35,2081.8,Debit Card
C005180,34.65,173.25,UPI
C005181,91.25,1368.75,Credit Card
C005182,57.1,1884.3,UPI
C005183,76.06,1064.84,Debit Card
C005184,79.77,558.39,Credit Card
C005185,58.92,176.76,Bank Transfer
C005186,54.03,648.36,Bank Transfer
C005187,67.6,3988.4,UPI
C005188,86.06,430.3,Debit Card
C005189,67.06,670.6,Credit Card
C005190,82.06,1230.9,Bank Transfer
C005191,85.88,1631.72,Credit Card
C005192,66.15,1256.85,Credit Card
C005193,67.75,880.75,Credit Card
C005194,72.78,1164.48,Credit Card
C005195,92.85,742.8,UPI
C005196,63.13,505.04,Credit Card
C005197,92.76,1576.92,Bank Transfer
C005198,75.1,3079.1,Bank Transfer
C005199,55.27,939.59,UPI
C005200,69.16,207.48,Bank Transfer
C005201,47.59,571.08,Credit Card
C005202,43.08,732.36,Bank Transfer
C005203,82.14,2546.34,Debit Card
C005204,85.96,1375.36,Credit Card
C005205,69.34,1178.78,UPI
C005206,70.95,2554.2,Debit Card
C005207,58.46,409.22,Bank Transfer
C005208,73.4,1027.6,Debit Card
C005209,109.63,1315.56,Bank Transfer
C005210,90.19,6132.92,Bank Transfer
C005211,68.48,68.48,Bank Transfer
C005212,66.74,1468.28,UPI
C005213,62.47,4372.9,Debit Card
C005214,41.78,417.8,UPI
C005215,60.34,663.74,Bank Transfer
C005216,83.48,1001.76,Credit Card
C005217,51.36,1540.8,Credit Card
C005218,64.4,386.4,UPI
C005219,47.64,238.2,Credit Card
C005220,85.71,2999.85,Debit Card
C005221,44.54,89.08,Credit Card
C005222,81.85,1391.45,Credit Card
C005223,90.57,633.99,Bank Transfer
C005224,63.53,444.71,Debit Card
C005225,56.26,1912.84,Debit Card
C005226,79.5,556.5,Credit Card
C005227,102.05,6020.95,Bank Transfer
C005228,96.83,1161.96,Credit Card
C005229,68.52,1370.4,Credit Card
C005230,52.34,785.1,UPI
C005231,65.36,1045.76,Bank Transfer
C005232,36.2,253.4,UPI
C005233,58.89,176.67,Credit Card
C005234,79.01,4898.62,Credit Card
C005235,62.65,939.75,Bank Transfer
C005236,57.99,1217.79,Debit Card
C005237,68.89,3031.16,Credit Card
C005238,64.61,3747.38,Credit Card
C005239,85.11,1957.53,UPI
C005240,43.46,304.22,UPI
C005241,80.53,563.71,Bank Transfer
C005242,69.08,759.88,UPI
C005243,78.69,1967.25,Debit Card
C005244,42.22,1435.48,Credit Card
C005245,87.66,964.26,UPI
C005246,80.86,1778.92,Debit Card
C005247,103.46,310.38,Credit Card
C005248,53.35,853.6,Credit Card
C005249,58.3,583.0,Debit Card
C005250,34.32,68.64,Credit Card
C005251,53.53,1820.02,Debit Card
C005252,98.69,690.83,Debit Card
C005253,75.9,2504.7,UPI
C005254,55.47,554.7,Bank Transfer
C005255,72.66,363.3,Debit Card
C005256,68.77,1375.4,UPI
C005257,31.82,731.86,Credit Card
C005258,35.44,354.4,UPI
C005259,92.14,1566.38,Debit Card
C005260,84.73,2118.25,UPI
C005261,40.31,443.41,Bank Transfer
C005262,67.46,1281.74,Credit Card
C005263,55.69,1113.8,UPI
C005264,91.78,183.56,Credit Card
C005265,78.95,1342.15,Debit Card
C005266,47.91,1341.48,Bank Transfer
C005267,72.4,434.4,Bank Transfer
C005268,69.18,1798.68,UPI
C005269,69.23,899.99,Credit Card
C005270,59.8,2033.2,Credit Card
C005271,70.5,564.0,UPI
C005272,52.98,1165.56,UPI
C005273,46.24,693.6,UPI
C005274,45.07,585.91,UPI
C005275,49.02,1421.58,Bank Transfer
C005276,78.45,1333.65,UPI
C005277,78.99,1026.87,Credit Card
C005278,99.21,297.63,Debit Card
C005279,65.43,458.01,Credit Card
C005280,84.03,1932.69,UPI
C005281,70.94,638.46,Bank Transfer
C005282,75.99,835.89,UPI
C005283,86.17,1637.23,Debit Card
C005284,81.64,1877.72,UPI
C005285,72.17,3608.5,Debit Card
C005286,57.73,288.65,UPI
C005287,75.52,1585.92,Bank Transfer
C005288,97.29,1556.64,Credit Card
C005289,73.51,220.53,Debit Card
C005290,62.09,993.44,Credit Card
C005291,86.43,950.73,UPI
