customer_id,gender,age,tenure_months,contract_type,churn
C004655,Female,32,11,Month-to-Month,No
C004656,Male,28,13,One Year,No
C004657,Male,39,48,Two Year,No
C004658,Female,41,13,One Year,No
C004659,Male,18,12,Month-to-Month,No
C004660,Female,35,15,Month-to-Month,No
C004661,Male,61,24,One Year,No
C004662,Male,29,59,Two Year,No
C004663,Male,60,57,Two Year,No
C004664,Male,45,39,Two Year,No
C004665,Male,57,12,One Year,No
C004666,Female,24,13,One Year,No
C004667,Female,40,7,Month-to-Month,No
C004668,Female,38,35,One Year,No
C004669,Female,51,6,Month-to-Month,Yes
C004670,Female,28,4,Month-to-Month,No
C004671,Female,39,28,One Year,No
C004672,Male,59,3,Month-to-Month,No
C004673,Male,52,17,Month-to-Month,Yes
C004674,Female,46,15,Month-to-Month,Yes
C004675,Female,59,6,Month-to-Month,No
C004676,Male,45,12,Month-to-Month,No
C004677,Male,35,6,Month-to-Month,No
C004678,Male,31,11,Month-to-Month,No
C004679,Female,35,10,Month-to-Month,Yes
C004680,Female,45,37,Two Year,No
C004681,Female,41,16,Month-to-Month,No
C004682,Male,25,14,Month-to-Month,No
C004683,Male,59,9,One Year,No
C004684,Female,62,70,Two Year,No
C004685,Female,25,17,One Year,No
C004686,Male,21,8,Month-to-Month,No
C004687,Male,44,12,One Year,No
C004688,Male,53,31,One Year,No
C004689,Male,22,14,One Year,No
C004690,Female,50,29,One Year,No
C004691,Male,51,42,Two Year,No
C004692,Male,47,36,Two Year,No
C004693,Male,25,22,One Year,No
C004694,Female,56,10,Month-to-Month,No
C004695,Female,64,34,One Year,No
C004696,Male,43,71,Two Year,No
C004697,Male,54,3,Month-to-Month,Yes
C004698,Male,51,32,Two Year,No
C004699,Female,24,8,Month-to-Month,No
C004700,Female,57,14,Month-to-Month,No
C004701,Female,45,69,Two Year,No
C004702,Male,56,7,Month-to-Month,No
C004703,Female,56,16,Month-to-Month,No
C004704,Male,45,11,Month-to-Month,No
C004705,Male,31,6,Month-to-Month,No
C004706,Male,55,14,Month-to-Month,No
C004707,Female,21,13,Month-to-Month,No
C004708,Male,59,4,Month-to-Month,Yes
C004709,Female,35,31,Two Year,No
C004710,Female,61,42,Two Year,No
C004711,Male,42,11,Month-to-Month,No
C004712,Male,24,23,One Year,No
C004713,Female,55,1,Month-to-Month,No
C004714,Male,45,12,Month-to-Month,Yes
C004715,Female,22,7,Month-to-Month,No
C004716,Male,20,55,Two Year,No
C004717,Female,61,44,Two Year,No
C004718,Female,48,4,Month-to-Month,Yes
C004719,Female,64,15,Month-to-Month,No
C004720,Female,59,3,Month-to-Month,Yes
C004721,Male,37,12,One Year,Yes
C004722,Male,36,11,One Year,No
C004723,Female,28,15,Month-to-Month,No
C004724,Female,57,20,One Year,No
C004725,Male,20,6,Month-to-Month,Yes
C004726,Male,40,19,Two Year,No
C004727,Male,24,13,One Year,No
C004728,Male,40,1,Month-to-Month,No
C004729,Male,24,31,One Year,No
C004730,Male,63,24,Two Year,No
C004731,Female,51,13,Month-to-Month,No
C004732,Male,59,11,Month-to-Month,No
C004733,Male,36,15,Two Year,No
C004734,Female,26,7,Month-to-Month,No
C004735,Male,35,12,Month-to-Month,No
C004736,Male,58,13,Month-to-Month,No
C004737,Male,62,65,Two Year,No
C004738,Male,59,17,One Year,No
C004739,Male,42,27,Two Year,No
C004740,Female,31,11,One Year,No
C004741,Male,61,14,Month-to-Month,No
C004742,Female,42,24,One Year,No
C004743,Female,36,21,One Year,No
C004744,Male,56,4,Month-to-Month,Yes
C004745,Female,32,5,Month-to-Month,Yes
C004746,Male,33,9,Month-to-Month,No
C004747,Female,44,29,One Year,No
C004748,Female,57,46,Two Year,No
C004749,Male,27,27,One Year,Yes
C004750,Male,21,21,Two Year,No
C004751,Male,36,17,Month-to-Month,No
C004752,Male,45,62,Two Year,No
C004753,Male,38,53,Two Year,No
C004754,Female,64,12,Month-to-Month,No
C004755,Female,31,66,Two Year,No
C004756,Female,50,7,Month-to-Month,No
C004757,Female,27,29,Two Year,No
C004758,Female,36,30,Two Year,No
C004759,Female,47,20,One Year,No
C004760,Female,39,12,One Year,No
C004761,Male,20,12,Month-to-Month,No
C004762,Male,54,27,One Year,No
C004763,Female,58,7,Month-to-Month,No
C004764,Female,35,15,One Year,Yes
C004765,Male,28,30,One Year,No
C004766,Male,19,67,Two Year,No
C004767,Male,29,10,Month-to-Month,No
C004768,Male,23,36,Two Year,No
C004769,Female,60,34,Two Year,No
C004770,Male,57,10,One Year,Yes
C004771,Female,61,9,Month-to-Month,No
C004772,Female,46,16,Month-to-Month,No
C004773,Female,47,7,Month-to-Month,No
C004774,Male,19,30,One Year,No
C004775,Male,26,32,One Year,No
C004776,Female,64,68,Two Year,No
C004777,Female,19,10,Month-to-Month,Yes
C004778,Female,46,5,Month-to-Month,Yes
C004779,Male,50,12,One Year,No
C004780,Female,27,16,Two Year,No
C004781,Male,51,26,Two Year,No
C004782,Female,61,62,Two Year,No
C004783,Female,25,10,Month-to-Month,No
C004784,Female,54,13,One Year,No
C004785,Male,50,67,Two Year,No
C004786,Male,64,9,Month-to-Month,No
C004787,Female,23,11,Month-to-Month,Yes
C004788,Male,61,2,Month-to-Month,No
C004789,Female,57,3,Month-to-Month,Yes
C004790,Male,62,18,One Year,No
C004791,Male,36,11,Month-to-Month,No
C004792,Male,49,10,Month-to-Month,No
C004793,Female,44,15,Month-to-Month,Yes
C004794,Male,18,11,One Year,No
C004795,Male,60,1,Month-to-Month,No
C004796,Female,50,19,One Year,No
C004797,Female,57,11,Month-to-Month,Yes
C004798,Female,49,8,Month-to-Month,No
C004799,Female,22,3,Month-to-Month,Yes
C004800,Male,34,14,Month-to-Month,No
C004801,Male,25,2,Month-to-Month,No
C004802,Male,59,16,Month-to-Month,Yes
C004803,Male,51,49,Two Year,No
C004804,Male,26,6,One Year,No
C004805,Female,40,14,Month-to-Month,No
C004806,Male,52,10,Month-to-Month,Yes
C004807,Male,24,17,Two Year,No
C004808,Male,32,14,One Year,No
C004809,Female,37,7,Month-to-Month,No
C004810,Female,42,30,One Year,No
C004811,Male,20,7,One Year,Yes
C004812,Female,63,16,One Year,No
C004813,Female,41,14,Month-to-Month,No
C004814,Female,51,5,Month-to-Month,No
C004815,Female,63,9,Month-to-Month,No
C004816,Female,39,18,Two Year,No
C004817,Female,28,30,One Year,No
C004818,Female,25,14,Month-to-Month,No
C004819,Male,56,70,Two Year,No
C004820,Male,60,59,Two Year,No
C004821,Female,52,33,Two Year,No
C004822,Male,63,59,Two Year,No
C004823,Male,55,50,Two Year,No
C004824,Female,25,10,Month-to-Month,No
C004825,Male,54,32,Two Year,No
C004826,Female,44,17,Two Year,No
C004827,Female,45,17,Month-to-Month,No
C004828,Female,57,1,Month-to-Month,Yes
C004829,Male,51,45,Two Year,No
C004830,Male,49,14,Month-to-Month,No
C004831,Male,32,47,Two Year,No
C004832,Male,61,9,Month-to-Month,No
C004833,Female,34,6,Month-to-Month,No
C004834,Female,50,17,Month-to-Month,No
C004835,Male,64,11,Month-to-Month,No
C004836,Female,63,33,One Year,No
C004837,Female,33,34,One Year,No
C004838,Male,46,4,Month-to-Month,Yes
C004839,Female,26,9,Month-to-Month,No
C004840,Male,50,16,Month-to-Month,No
C004841,Female,46,3,Month-to-Month,Yes
C004842,Male,30,9,One Year,No
C004843,Female,38,3,Month-to-Month,Yes
C004844,Female,38,13,Month-to-Month,No
C004845,Male,22,1,Month-to-Month,No
C004846,Male,27,6,Month-to-Month,Yes
C004847,Male,23,3,Month-to-Month,No
C004848,Male,30,3,Month-to-Month,Yes
C004849,Female,18,27,Two Year,No
C004850,Female,37,53,Two Year,No
C004851,Male,64,70,Two Year,No
C004852,Female,63,17,Month-to-Month,No
C004853,Male,25,7,Month-to-Month,No
C004854,Male,27,18,One Year,No
C004855,Female,26,33,One Year,Yes
C004856,Female,58,22,Two Year,No
C004857,Male,20,10,Month-to-Month,No
C004858,Male,28,7,Month-to-Month,No
C004859,Male,29,29,One Year,No
C004860,Female,27,49,Two Year,No
C004861,Female,42,35,Two Year,No
C004862,Female,42,6,One Year,No
C004863,Female,28,28,Two Year,No
C004864,Male,53,30,One Year,No
C004865,Male,56,55,Two Year,No
C004866,Male,43,47,Two Year,No
C004867,Male,31,46,Two Year,No
C004868,Male,56,6,Month-to-Month,No
C004869,Male,57,16,Month-to-Month,No
C004870,Female,18,18,One Year,No
C004871,Female,21,9,Month-to-Month,No
C004872,Male,47,43,Two Year,No
C004873,Male,29,11,Month-to-Month,No
C004874,Female,52,13,Month-to-Month,No
C004875,Female,30,28,One Year,No
C004876,Female,48,3,Month-to-Month,Yes
C004877,Female,55,12,Month-to-Month,No
C004878,Male,60,8,Month-to-Month,No
C004879,Male,40,19,One Year,No
C004880,Male,21,9,Month-to-Month,No
C004881,Male,33,36,Two Year,No
C004882,Male,24,17,Month-to-Month,No
C004883,Female,39,49,Two Year,No
C004884,Male,46,4,Month-to-Month,No
C004885,Female,28,4,Month-to-Month,Yes
C004886,Male,50,12,Month-to-Month,No
C004887,Male,46,2,Month-to-Month,No
C004888,Male,56,22,One Year,No
C004889,Male,29,15,Month-to-Month,No
C004890,Male,24,10,Month-to-Month,No
C004891,Female,56,8,One Year,No
C004892,Female,59,4,Month-to-Month,Yes
C004893,Female,43,1,Month-to-Month,Yes
C004894,Male,57,6,One Year,No
C004895,Male,26,29,Two Year,No
C004896,Female,58,4,Month-to-Month,Yes
C004897,Male,51,15,Month-to-Month,No
C004898,Male,62,38,Two Year,No
C004899,Female,30,10,Month-to-Month,No
C004900,Male,53,36,Two Year,No
C004901,Female,42,17,Month-to-Month,No
C004902,Male,41,70,Two Year,No
C004903,Female,61,12,Month-to-Month,Yes
C004904,Male,34,63,Two Year,No
C004905,Male,19,12,Month-to-Month,Yes
C004906,Female,30,21,One Year,No
C004907,Male,48,5,Month-to-Month,Yes
C004908,Male,46,16,Month-to-Month,No
C004909,Female,45,22,One Year,No
C004910,Male,44,28,One Year,No
C004911,Female,32,42,Two Year,No
C004912,Male,48,15,Month-to-Month,No
C004913,Male,57,24,Two Year,No
C004914,Male,32,8,Month-to-Month,No
C004915,Male,50,38,Two Year,No
C004916,Female,37,32,Two Year,No
C004917,Male,59,2,Month-to-Month,Yes
C004918,Female,29,19,Two Year,No
C004919,Male,54,53,Two Year,No
C004920,Male,26,7,Month-to-Month,No
C004921,Male,40,15,One Year,No
C004922,Male,25,4,Month-to-Month,No
C004923,Female,49,54,Two Year,No
C004924,Female,31,9,Month-to-Month,Yes
C004925,Female,44,4,Month-to-Month,Yes
C004926,Female,42,3,Month-to-Month,No
C004927,Male,30,16,One Year,No
C004928,Female,38,14,Two Year,No
C004929,Female,62,69,Two Year,No
C004930,Male,48,14,Month-to-Month,Yes
C004931,Male,54,11,Month-to-Month,No
C004932,Male,60,29,One Year,No
C004933,Male,22,7,One Year,No
C004934,Female,30,2,Month-to-Month,No
C004935,Female,45,2,Month-to-Month,Yes
C004936,Male,60,15,One Year,No
C004937,Male,42,15,Month-to-Month,Yes
C004938,Male,52,27,One Year,Yes
C004939,Female,64,17,One Year,No
C004940,Female,56,54,Two Year,No
C004941,Male,24,22,One Year,No
C004942,Male,55,14,Month-to-Month,No
C004943,Female,49,28,Two Year,No
C004944,Male,20,20,One Year,No
C004945,Male,62,12,Month-to-Month,Yes
C004946,Female,56,32,One Year,No
C004947,Male,54,16,Month-to-Month,No
C004948,Female,39,43,Two Year,No
C004949,Male,25,6,Month-to-Month,Yes
C004950,Male,34,7,One Year,No
C004951,Female,44,2,Month-to-Month,Yes
C004952,Female,50,16,Month-to-Month,No
C004953,Male,63,45,Two Year,No
C004954,Female,34,51,Two Year,No
C004955,Male,59,7,Month-to-Month,No
C004956,Male,29,1,Month-to-Month,Yes
C004957,Female,63,4,Month-to-Month,Yes
C004958,Male,44,16,One Year,No
C004959,Male,25,25,One Year,Yes
C004960,Female,40,12,One Year,No
C004961,Female,59,23,One Year,No
C004962,Male,46,15,Two Year,No
C004963,Female,37,17,Month-to-Month,Yes
C004964,Female,33,11,Month-to-Month,No
C004965,Female,34,16,One Year,No
C004966,Female,33,31,Two Year,No
C004967,Male,36,16,One Year,No
C004968,Male,25,20,One Year,Yes
C004969,Male,55,19,One Year,No
C004970,Female,55,28,Two Year,No
C004971,Female,46,2,Month-to-Month,Yes
C004972,Female,58,16,Month-to-Month,Yes
C004973,Female,53,23,Two Year,No
C004974,Female,43,53,Two Year,No
C004975,Female,48,16,Month-to-Month,No
C004976,Female,61,3,Month-to-Month,Yes
C004977,Male,29,8,Month-to-Month,No
C004978,Male,34,2,Month-to-Month,Yes
C004979,Female,32,42,Two Year,No
C004980,Female,26,1,Month-to-Month,Yes
C004981,Female,56,25,Two Year,No
C004982,Male,59,4,Month-to-Month,Yes
C004983,Male,29,9,One Year,No
C004984,Female,49,9,Month-to-Month,No
C004985,Female,42,8,One Year,No
C004986,Male,56,10,One Year,No
C004987,Male,35,6,One Year,No
C004988,Male,32,1,Month-to-Month,No
C004989,Male,49,10,Month-to-Month,No
C004990,Female,23,12,Month-to-Month,Yes
C004991,Male,61,10,Month-to-Month,No
C004992,Male,60,7,One Year,No
C004993,Female,52,21,One Year,No
C004994,Male,51,13,One Year,No
C004995,Male,55,19,One Year,No
C004996,Male,22,15,Month-to-Month,No
C004997,Female,35,16,Month-to-Month,No
C004998,Male,33,11,Month-to-Month,No
C004999,Female,25,55,Two Year,No
C005000,Female,42,7,One Year,No
C005001,Male,49,4,Month-to-Month,No
C005002,Male,43,3,Month-to-Month,No
C005003,Male,39,20,Two Year,No
C005004,Male,48,23,One Year,No
C005005,Female,60,24,One Year,No
C005006,Male,27,7,Month-to-Month,No
C005007,Male,29,4,Month-to-Month,No
C005008,Male,45,17,Two Year,No
C005009,Female,23,24,One Year,No
C005010,Male,37,1,Month-to-Month,No
C005011,Male,22,43,Two Year,No
C005012,Female,40,21,One Year,No
C005013,Female,26,11,Month-to-Month,Yes
C005014,Male,46,4,Month-to-Month,No
C005015,Male,33,5,Month-to-Month,No
C005016,Male,63,6,Month-to-Month,No
C005017,Male,39,35,One Year,No
C005018,Male,25,2,Month-to-Month,Yes
C005019,Female,37,23,Two Year,No
C005020,Female,31,33,Two Year,No
C005021,Male,56,9,Month-to-Month,No
C005022,Male,54,12,Month-to-Month,No
C005023,Female,51,40,Two Year,No
C005024,Male,28,18,One Year,No
C005025,Male,57,32,One Year,No
C005026,Male,50,17,Month-to-Month,No
C005027,Male,48,5,Month-to-Month,Yes
C005028,Male,61,25,One Year,No
C005029,Female,51,56,Two Year,No
C005030,Male,24,13,Month-to-Month,No
C005031,Male,40,53,Two Year,No
C005032,Male,63,15,Month-to-Month,No
C005033,Female,24,26,Two Year,No
C005034,Female,42,23,One Year,No
C005035,Female,20,2,Month-to-Month,No
C005036,Female,55,28,One Year,No
C005037,Male,37,11,Month-to-Month,No
C005038,Female,51,13,Month-to-Month,No
C005039,Male,61,11,Month-to-Month,No
C005040,Male,61,4,Month-to-Month,No
C005041,Female,47,15,Month-to-Month,No
C005042,Female,34,27,One Year,No
C005043,Female,27,28,One Year,No
C005044,Female,52,11,Month-to-Month,No
C005045,Female,37,61,Two Year,No
C005046,Male,35,21,One Year,No
C005047,Female,62,53,Two Year,No
C005048,Female,61,17,One Year,No
C005049,Female,44,13,Month-to-Month,Yes
C005050,Male,53,9,Month-to-Month,Yes
C005051,Female,40,32,One Year,No
C005052,Male,49,13,Month-to-Month,No
C005053,Female,27,6,Month-to-Month,No
C005054,Female,28,6,Month-to-Month,No
C005055,Male,55,11,Month-to-Month,No
C005056,Female,23,11,Month-to-Month,Yes
C005057,Male,58,10,Month-to-Month,No
C005058,Male,64,15,Month-to-Month,No
C005059,Male,51,18,One Year,No
C005060,Female,53,28,One Year,No
C005061,Female,54,8,Month-to-Month,No
C005062,Female,34,5,Month-to-Month,Yes
C005063,Male,57,2,Month-to-Month,No
C005064,Female,57,16,Month-to-Month,No
C005065,Male,29,13,Month-to-Month,No
C005066,Female,38,9,Month-to-Month,Yes
C005067,Male,57,20,One Year,No
C005068,Male,36,11,One Year,No
C005069,Male,20,8,Month-to-Month,Yes
C005070,Female,35,14,Month-to-Month,No
C005071,Male,36,10,One Year,No
C005072,Male,64,28,Two Year,No
C005073,Male,23,27,One Year,Yes
C005074,Male,33,12,One Year,No
C005075,Male,25,9,Month-to-Month,No
C005076,Male,35,16,Month-to-Month,No
C005077,Female,60,29,Two Year,No
C005078,Female,56,13,Month-to-Month,Yes
C005079,Male,29,61,Two Year,No
C005080,Female,62,15,One Year,No
C005081,Female,27,6,One Year,No
C005082,Male,24,2,Month-to-Month,No
C005083,Male,63,32,One Year,No
C005084,Male,18,4,Month-to-Month,Yes
C005085,Female,53,11,Month-to-Month,No
C005086,Male,38,3,Month-to-Month,No
C005087,Female,54,52,Two Year,No
C005088,Male,41,15,One Year,No
C005089,Female,42,2,Month-to-Month,Yes
C005090,Male,24,7,Month-to-Month,No
C005091,Male,59,20,One Year,No
C005092,Female,34,32,One Year,No
C005093,Female,46,35,One Year,No
C005094,Female,47,24,One Year,No
C005095,Female,24,10,Month-to-Month,No
C005096,Female,50,29,One Year,No
C005097,Female,24,14,Month-to-Month,No
C005098,Male,41,47,Two Year,No
C005099,Female,28,30,One Year,No
C005100,Male,26,11,Month-to-Month,No
C005101,Male,29,3,Month-to-Month,Yes
C005102,Female,52,34,Two Year,No
C005103,Male,21,17,Month-to-Month,No
C005104,Female,53,7,Month-to-Month,Yes
C005105,Female,45,31,One Year,No
C005106,Male,30,11,Month-to-Month,No
C005107,Male,40,23,One Year,No
C005108,Female,36,14,Month-to-Month,No
C005109,Female,59,19,One Year,No
C005110,Male,54,6,Month-to-Month,No
C005111,Male,56,9,Month-to-Month,No
C005112,Male,41,65,Two Year,No
C005113,Male,33,8,One Year,No
C005114,Female,50,17,Month-to-Month,Yes
C005115,Female,29,12,Month-to-Month,Yes
C005116,Female,51,9,One Year,Yes
C005117,Female,24,25,One Year,No
C005118,Male,28,59,Two Year,No
C005119,Male,48,35,Two Year,No
C005120,Female,46,15,One Year,No
C005121,Female,30,7,Month-to-Month,No
C005122,Female,48,10,Month-to-Month,No
C005123,Female,19,12,One Year,No
C005124,Female,56,9,Month-to-Month,No
C005125,Female,32,17,Month-to-Month,No
C005126,Female,28,11,Month-to-Month,No
C005127,Female,51,1,Month-to-Month,Yes
C005128,Female,56,17,Month-to-Month,No
C005129,Male,21,4,Month-to-Month,No
C005130,Female,28,9,One Year,Yes
C005131,Male,46,14,Month-to-Month,No
C005132,Male,19,9,Month-to-Month,No
C005133,Female,33,13,Month-to-Month,No
C005134,Female,56,33,One Year,No
C005135,Male,30,16,Month-to-Month,No
C005136,Male,54,6,One Year,No
C005137,Female,34,14,Two Year,No
C005138,Male,38,8,Month-to-Month,No
C005139,Female,61,6,Month-to-Month,No
C005140,Female,36,6,Month-to-Month,No
C005141,Female,24,40,Two Year,No
C005142,Male,55,10,One Year,No
C005143,Male,25,23,Two Year,No
C005144,Female,30,9,Month-to-Month,No
C005145,Male,54,52,Two Year,No
C005146,Male,19,17,Month-to-Month,No
C005147,Male,58,17,Month-to-Month,No
C005148,Male,28,65,Two Year,No
C005149,Male,41,59,Two Year,No
C005150,Male,23,12,Month-to-Month,No
C005151,Male,43,3,Month-to-Month,No
C005152,Female,24,14,Month-to-Month,No
C005153,Male,56,17,Month-to-Month,No
C005154,Male,36,16,Month-to-Month,No
C005155,Male,23,32,Two Year,No
C005156,Male,60,17,One Year,No
C005157,Male,46,33,One Year,No
C005158,Male,60,29,One Year,No
C005159,Male,56,35,One Year,No
C005160,Male,19,7,One Year,No
C005161,Female,36,13,One Year,Yes
C005162,Male,21,12,Month-to-Month,No
C005163,Male,23,26,One Year,No
C005164,Male,54,21,One Year,No
C005165,Male,45,19,Two Year,No
C005166,Female,47,39,Two Year,No
C005167,Female,24,16,Month-to-Month,No
C005168,Female,26,15,One Year,No
C005169,Female,42,15,Month-to-Month,No
C005170,Female,50,9,One Year,No
C005171,Female,18,15,Month-to-Month,Yes
C005172,Female,23,4,Month-to-Month,Yes
C005173,Female,35,11,Month-to-Month,No
C005174,Female,27,11,One Year,No
C005175,Female,45,4,Month-to-Month,Yes
C005176,Female,28,52,Two Year,No
C005177,Female,50,9,Month-to-Month,Yes
C005178,Female,18,46,Two Year,No
C005179,Female,30,28,One Year,No
C005180,Female,54,5,Month-to-Month,No
C005181,Female,37,15,Month-to-Month,No
C005182,Male,18,33,One Year,No
C005183,Female,20,14,One Year,No
C005184,Male,35,7,One Year,No
C005185,Female,58,3,Month-to-Month,Yes
C005186,Female,31,12,Month-to-Month,No
C005187,Male,48,59,Two Year,No
C005188,Female,44,5,Month-to-Month,Yes
C005189,Male,34,10,Month-to-Month,No
C005190,Male,63,15,Month-to-Month,Yes
C005191,Male,46,19,One Year,Yes
C005192,Female,53,19,One Year,No
C005193,Female,54,13,Month-to-Month,Yes
C005194,Female,43,16,Month-to-Month,No
C005195,Male,34,8,Month-to-Month,Yes
C005196,Male,39,8,Month-to-Month,No
C005197,Female,42,17,Month-to-Month,No
C005198,Female,19,41,Two Year,No
C005199,Female,39,17,Month-to-Month,No
C005200,Female,22,3,Month-to-Month,Yes
C005201,Female,21,12,Two Year,No
C005202,Male,53,17,Month-to-Month,No
C005203,Male,23,31,One Year,Yes
C005204,Male,38,16,Month-to-Month,Yes
C005205,Female,30,17,Month-to-Month,No
C005206,Male,54,36,Two Year,No
C005207,Male,42,7,One Year,No
C005208,Male,43,14,Month-to-Month,No
C005209,Male,56,12,One Year,No
C005210,Male,37,68,Two Year,No
C005211,Female,50,1,Month-to-Month,No
C005212,Male,31,22,One Year,No
C005213,Female,53,70,Two Year,No
C005214,Female,34,10,Month-to-Month,No
C005215,Female,38,11,One Year,No
C005216,Female,63,12,One Year,No
C005217,Female,33,30,One Year,No
C005218,Male,63,6,Month-to-Month,No
C005219,Male,33,5,Month-to-Month,No
C005220,Female,37,35,One Year,No
C005221,Female,46,2,Month-to-Month,Yes
C005222,Female,45,17,Month-to-Month,No
C005223,Male,25,7,Month-to-Month,No
C005224,Female,41,7,Month-to-Month,No
C005225,Male,20,34,Two Year,No
C005226,Female,42,7,Month-to-Month,No
C005227,Male,36,59,Two Year,No
C005228,Female,50,12,Month-to-Month,No
C005229,Male,19,20,One Year,No
C005230,Female,32,15,Month-to-Month,No
C005231,Male,39,16,One Year,No
C005232,Male,27,7,One Year,No
C005233,Male,35,3,Month-to-Month,No
C005234,Male,39,62,Two Year,No
C005235,Male,63,15,Month-to-Month,Yes
C005236,Male,44,21,One Year,No
C005237,Male,30,44,Two Year,No
C005238,Female,50,58,Two Year,No
C005239,Female,22,23,Two Year,No
C005240,Female,43,7,Month-to-Month,No
C005241,Female,30,7,Month-to-Month,No
C005242,Female,44,11,Month-to-Month,No
C005243,Male,31,25,One Year,No
C005244,Male,41,34,One Year,Yes
C005245,Male,20,11,Month-to-Month,No
C005246,Male,64,22,One Year,No
C005247,Male,47,3,Month-to-Month,No
C005248,Female,52,16,Month-to-Month,Yes
C005249,Female,31,10,One Year,No
C005250,Female,29,2,Month-to-Month,No
C005251,Female,45,34,Two Year,No
C005252,Male,61,7,Month-to-Month,No
C005253,Male,46,33,One Year,No
C005254,Male,60,10,Month-to-Month,No
C005255,Female,34,5,Month-to-Month,Yes
C005256,Male,57,20,One Year,No
C005257,Female,38,23,Two Year,No
C005258,Male,40,10,Month-to-Month,Yes
C005259,Male,37,17,Month-to-Month,No
C005260,Female,28,25,One Year,No
C005261,Male,51,11,Month-to-Month,No
C005262,Male,27,19,Two Year,No
C005263,Female,27,20,One Year,Yes
C005264,Male,60,2,Month-to-Month,Yes
C005265,Female,23,17,Month-to-Month,No
C005266,Male,53,28,One Year,Yes
C005267,Male,41,6,Month-to-Month,No
C005268,Male,29,26,One Year,No
C005269,Male,60,13,Month-to-Month,No
C005270,Male,40,34,One Year,No
C005271,Male,44,8,Month-to-Month,No
C005272,Male,62,22,Two Year,No
C005273,Male,54,15,Month-to-Month,No
C005274,Female,23,13,Month-to-Month,No
C005275,Female,18,29,Two Year,No
C005276,Male,23,17,Month-to-Month,No
C005277,Male,39,13,Month-to-Month,Yes
C005278,Female,58,3,Month-to-Month,Yes
C005279,Male,41,7,Month-to-Month,Yes
C005280,Male,42,23,Two Year,No
C005281,Female,32,9,One Year,No
C005282,Male,43,11,Month-to-Month,No
C005283,Male,25,19,One Year,Yes
C005284,Female,41,23,One Year,No
C005285,Male,55,50,Two Year,No
C005286,Male,23,5,Month-to-Month,Yes
C005287,Female,52,21,One Year,No
C005288,Male,59,16,One Year,No
C005289,Female,18,3,Month-to-Month,Yes
C005290,Male,63,16,Month-to-Month,No
C005291,Male,53,11,Month-to-Month,No
C005292,Female,29,15,One Year,No
C005293,Female,55,2,Month-to-Month,Yes
C005294,Male,28,59,Two Year,No
C005295,Female,29,17,Month-to-Month,Yes
C005296,Female,59,15,One Year,No
C005297,Male,56,29,Two Year,No
C005298,Male,24,17,One Year,No
C005299,Male,28,19,Two Year,No
C005300,Female,53,70,Two Year,No
C005301,Female,48,3,Month-to-Month,No
C005302,Female,50,32,One Year,No
C005303,Female,30,3,Month-to-Month,No
C005304,Male,35,11,One Year,No
C005305,Female,58,2,Month-to-Month,No
C005306,Male,41,8,One Year,Yes
C005307,Female,26,22,One Year,No
C005308,Male,48,9,Month-to-Month,No
C005309,Male,58,4,Month-to-Month,No
C005310,Male,27,33,Two Year,No
C005311,Female,19,2,Month-to-Month,No
C005312,Male,55,9,Month-to-Month,No
C005313,Male,32,14,Month-to-Month,No
C005314,Female,20,69,Two Year,No
C005315,Male,60,54,Two Year,No
C005316,Female,48,7,One Year,No
C005317,Female,23,32,Two Year,No
C005318,Male,20,2,Month-to-Month,Yes
C005319,Male,28,38,Two Year,No
C005320,Female,32,5,Month-to-Month,No
C005321,Male,62,7,Month-to-Month,No
C005322,Female,45,4,Month-to-Month,No
C005323,Female,27,19,One Year,No
C005324,Female,55,7,One Year,No
C005325,Male,64,12,Month-to-Month,No
C005326,Female,24,53,Two Year,No
C005327,Male,32,1,Month-to-Month,No
C005328,Male,35,16,Month-to-Month,No
C005329,Male,35,15,Month-to-Month,Yes
C005330,Male,58,19,One Year,No
C005331,Female,41,52,Two Year,No
C005332,Male,19,15,Month-to-Month,No
C005333,Female,57,31,One Year,No
C005334,Female,37,7,Month-to-Month,No
C005335,Male,51,9,One Year,No
C005336,Female,60,32,Two Year,No
C005337,Female,43,8,Month-to-Month,No
C005338,Male,24,23,Two Year,No
C005339,Female,55,20,One Year,No
C005340,Female,47,15,Month-to-Month,No
C005341,Female,59,28,Two Year,No
C005342,Female,22,2,Month-to-Month,No
C005343,Male,28,12,Month-to-Month,No
C005344,Female,18,3,Month-to-Month,Yes
C005345,Female,51,7,Month-to-Month,Yes
C005346,Female,18,49,Two Year,No
C005347,Female,36,19,One Year,No
C005348,Male,19,66,Two Year,No
C005349,Female,38,5,Month-to-Month,No
C005350,Male,37,4,Month-to-Month,Yes
C005351,Female,40,15,Month-to-Month,No
C005352,Male,38,12,One Year,No
C005353,Male,41,46,Two Year,No
C005354,Male,21,18,One Year,No
C005355,Male,29,10,Month-to-Month,No
C005356,Male,39,66,Two Year,No
C005357,Female,37,7,One Year,No
C005358,Female,35,12,Month-to-Month,No
C005359,Female,18,71,Two Year,No
C005360,Male,47,12,Month-to-Month,Yes
C005361,Female,50,3,Month-to-Month,Yes
C005362,Male,41,6,Month-to-Month,No
C005363,Male,31,2,Month-to-Month,No
C005364,Female,53,13,Month-to-Month,No
C005365,Female,22,9,Month-to-Month,Yes
C005366,Male,28,13,Month-to-Month,No
C005367,Male,41,28,One Year,No
C005368,Female,48,25,Two Year,No
